shap_feat_mean_mtd_overhead,shap_feat_mean_network_penalty,shap_feat_max_network_penalty,shap_feat_mean_security_penalty,shap_feat_max_security_penalty,ci,cj,action
0.0,3.289003578295006,-4.176461029744968,4.364241676774979,0.0272498976749941,0,1,1
0.0,5.024655862297859,20.081040456364523,0.7495417227021477,10.90916010763546,0,2,9
0.0,8.677199619580055,18.11315636777993,6.574572562319993,5.171550028719999,0,3,4
0.0,4.081519604563328,0.9621963233966682,17.23634022283668,29.3025840776033,0,4,4
0.0,2.2798765386708704,-4.382880191394044,9.061126045346848,25.07592580717634,0,5,6
0.0,25.2340360094546,3.030826220454607,5.27356004481208,10.376126181078735,0,6,7
0.0,9.430506398133328,37.20082802063333,8.592905620733319,23.8267343565,0,7,11
0.0,12.373511737050004,28.64700255218333,10.493610712616658,12.370603957149983,0,8,9
0.0,-0.5765382164166812,-1.3561176033398277,-3.172911465155088,-6.119829755288397,0,9,6
0.0,12.447314821271604,42.72532959433827,16.6751594686284,27.231866571761707,0,10,11
0.0,0.1936164580289698,-3.827392887798524,-5.212664530798517,-23.71666652443188,0,11,8
0.0,-1.0990962548833587,0.1247703717833204,0.2772870290499933,19.091734892050024,1,2,5
0.0,-1.0783860476166822,-1.5247362197499823,-4.225734021650025,-12.364851582583338,1,3,4
0.0,10.850094677766696,22.480112325699967,3.8790651629999857,10.937962331933324,1,4,4
0.0,-1.4520491266203293,-0.5920009945955941,-0.4124989179420524,9.938287694757973,1,5,3
0.0,-0.8220086659200216,-1.1614750638866675,-1.5428236512800035,12.049512949086658,1,6,5
0.0,11.06654042386294,24.56432460476295,10.678022435970377,15.396901684403716,1,7,9
0.0,-0.3898197684166877,-0.9136260981833378,-4.175435214849986,-5.566343490150018,1,8,4
0.0,1.2968176360030697,-2.9636750153867046,-6.254036902841486,-25.287618857974863,1,9,6
0.0,5.3094028567266776,31.22382334489334,7.956781032340006,21.24379502583998,1,10,10
0.0,-0.7607385556879371,-0.6765998232166703,-3.4134477395643628,6.390754728268983,1,11,6
0.0,6.919695767616725,16.54846778148326,5.001931456649984,7.826492522650002,2,3,4
0.0,2.3434971798622946,-0.9929042433985416,0.9608919370347996,15.909953501501482,2,4,8
0.0,-0.3938559552710359,-6.192189683798542,-5.9932828121651935,-35.980361133765186,2,5,8
0.0,-4.943061175056156,-0.0512764923935975,17.9253923960999,47.92440204114986,2,6,10
0.0,10.896741460547004,21.44707069992589,32.04926215867335,62.46063921589917,2,7,11
0.0,3.370221392625382,19.64410631739207,7.708392210074591,8.421616395507941,2,8,3
0.0,0.3913532072666665,-0.4543452395000055,-2.681595379133357,8.827889719366668,2,9,5
0.0,-5.322227847456468,4.50541950993464,22.03158607625078,39.58333986627108,2,10,8
0.0,1.6955770616985106,1.1127633649378057,10.696178068565183,46.8820310007985,2,11,11
0.0,-5.710469867166249,5.172118867251375,0.3980347825074304,24.761833013007436,3,4,3
0.0,-2.767478994603893,0.3325186503551176,1.5672199733410432,15.82485897650772,3,5,3
0.0,-1.7446646166283344,6.774161296231663,-2.6580397647350145,17.618119528131693,3,6,1
0.0,14.619913130671662,1.2060573079483137,22.917542639874995,41.851292449505,3,7,5
0.0,0.6989781510716924,7.138166889231675,-3.534739620468346,0.1367178031649887,3,8,1
0.0,-0.6115400630224208,-1.0960058962993482,-5.308404240122444,-19.39720288475576,3,9,7
2.2249832791366657,7.465241219386706,32.440416553778306,17.39050865200333,21.639891658695,3,10,1
0.0,3.210163435633321,-0.8269976680333284,0.3993428533999825,17.841359177,3,11,5
0.0,10.520181687608714,25.785201214408737,7.947349324057932,12.586657189524606,4,5,3
0.0,-0.5728911922318609,2.899663815928893,-3.580320336965198,30.73496109926815,4,6,11
0.0,17.000558388329623,33.13276875746296,8.393902209970364,19.461030493237025,4,7,9
0.0,4.575378984200036,30.253981032299983,10.984987048166664,18.214326218333333,4,8,1
0.0,-2.8932757383166723,-1.38688427051666,2.023579675949978,9.841627641283331,4,9,4
0.0,26.747528217500196,51.413786978666415,25.008468694777804,31.83143573898725,4,10,2
0.0,-1.3354778692866596,-3.0709784161569647,6.949120376585322,25.496816228658307,4,11,6
0.0,-3.0119029483666773,-1.2353785694999986,-2.285699247866668,6.357387223733314,5,6,5
0.0,14.645167032294893,29.22860501442822,14.595389675305086,22.100610576971786,5,7,9
0.0,2.022180411725017,4.297161097251652,-2.748707659988341,26.27462497401168,5,8,1
0.0,0.9810421895622798,-1.2178113444985252,-0.8056683694985307,2.6614283894348194,5,9,8
0.0,13.192820493375354,43.04895776772205,12.46421273052593,29.008589094376664,5,10,11
0.0,-0.6763998245000096,2.039442122333333,1.8368994905666527,17.366726300000003,5,11,4
0.0,16.948037708656994,13.34914441193294,32.254036172532494,52.24989494372035,6,7,1
0.0,-17.44854097071517,3.827532499637421,25.66240850849873,43.05479479817902,6,8,3
0.0,0.9685681672773484,10.738810301803206,-3.0068209785736197,-6.233117000506919,6,9,2
0.0,8.564610258839991,11.271023423783667,20.77531382727881,40.35263449509756,6,10,8
0.0,1.156643439659648,1.1350953145619584,19.1271593301392,31.570015034039173,6,11,4
0.0,3.022906524990802,12.549401724374512,22.73195688131124,54.83656826532343,7,8,11
0.0,0.8931491715600046,26.370805865946657,2.966950094266676,13.97856954122667,7,9,1
0.0,4.603497221409396,-1.2272027942725383,-0.4739867200017181,-0.3815618913351124,7,10,7
0.0,14.447961291056666,12.09712945391999,26.551914835623336,50.668256491200005,7,11,10
0.0,-0.5383757076543881,-0.1230288570152247,-5.901085761815194,-12.421172358515149,8,9,8
0.0,3.436499422850808,-23.59780266539149,19.288649902878188,49.16060343866248,8,10,9
0.0,2.2870581390166653,2.155189145816678,15.969560210316684,40.161930074649966,8,11,10
0.0,6.310482106811649,-2.406744546328315,-1.2549154250083312,27.202425757525003,9,10,1
0.0,-0.5788282145426624,7.539551680425722,-3.992830880141536,-8.721071285741516,9,11,2
0.0,2.812144400184252,9.962472459530265,26.275719293044464,35.30531722284101,10,11,3
